N_BOLETIM,N_ENVOLVIDO,COD_SEVERIDADE,DESC_SEVERIDADE,SEXO,CINTO_SEGURANCA,EMBREAGUES,IDADE,CATEGORIA_HABILITACAO,DESCRICAO_HABILITACAO,ESPECIE_VEICULO
2021055948778001,1,1,NAOFATAL,M,SIM,NAO,31,N,NAOINFORMADO,MOTOCICLETA
2021055951245001,3,1,NAOFATAL,F,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021055962220001,3,1,NAOFATAL,M,SIM,NAO,22,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021055968493001,3,3,SEMFERIMENTOS,F,SIM,NAO,17,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021055977152001,1,1,NAOFATAL,M,SIM,NAO,21,N,NAOINFORMADO,MOTOCICLETA
2021055979255001,1,1,NAOFATAL,M,SIM,NAO,29,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021056011334001,2,1,NAOFATAL,M,NAO,NAO,45,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021056015869001,2,1,NAOFATAL,M,SIM,NAO,36,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021056022466001,2,3,SEMFERIMENTOS,M,SIM,SIM,56,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2021056022858001,1,1,NAOFATAL,F,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021056054565001,3,1,NAOFATAL,F,SIM,NAO,23,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021056070709001,2,1,NAOFATAL,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021057996560001,2,3,SEMFERIMENTOS,M,SIM,NAO,43,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021057999718001,3,1,NAOFATAL,F,SIM,NAO,37,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021058006100001,2,1,NAOFATAL,M,SIM,NAO,42,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058010951001,1,1,NAOFATAL,M,SIM,NAO,32,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058014016001,2,1,NAOFATAL,M,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058022160001,2,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021058046639001,2,1,NAOFATAL,F,NAO,NAO,33,N,NAOINFORMADO,MOTOCICLETA
2021058055683001,2,1,NAOFATAL,M,SIM,NAO,24,N,NAOINFORMADO,MOTOCICLETA
2021058063701001,1,1,NAOFATAL,F,SIM,NAO,45,N,NAOINFORMADO,MOTOCICLETA
2021058065228001,2,1,NAOFATAL,M,SIM,NAO,39,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058069690001,1,1,NAOFATAL,M,SIM,NAO,37,N,NAOINFORMADO,MOTOCICLETA
2021058079704001,2,1,NAOFATAL,F,SIM,NAO,19,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021058082708001,2,1,NAOFATAL,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058090219001,1,3,SEMFERIMENTOS,M,SIM,NAO,57,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2021058136510001,1,1,NAOFATAL,M,SIM,NAO,23,N,NAOINFORMADO,AUTOMOVEL
2021058139711001,1,1,NAOFATAL,M,SIM,NAO,37,IN,INABILITADO,AUTOMOVEL
2021058154369001,1,3,SEMFERIMENTOS,M,SIM,NAO,23,AE,HABILITADONASCATEGORIASAeE,AUTOMOVEL
2021061067330001,3,3,SEMFERIMENTOS,M,SIM,NAO,48,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021061075380001,2,1,NAOFATAL,M,SIM,NAO,33,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061083108001,1,3,SEMFERIMENTOS,M,SIM,NAO,63,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021061093341001,2,3,SEMFERIMENTOS,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021061107516001,1,1,NAOFATAL,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061110717001,1,1,NAOFATAL,M,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061111514001,2,0,NAOINFORMADO,0,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2021061122752001,2,1,NAOFATAL,M,NAO,NAO,25,N,NAOINFORMADO,MOTOCICLETA
2021061126540001,1,1,NAOFATAL,M,SIM,NAO,44,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061131872001,2,1,NAOFATAL,M,SIM,NAO,23,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061143485001,3,1,NAOFATAL,M,SIM,NAO,19,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061145534001,2,1,NAOFATAL,F,SIM,NAO,50,AB,HABILITADONASCATEGORIASAeB,ONIBUS
2021061147637001,2,1,NAOFATAL,M,SIM,NAO,69,N,NAOINFORMADO,AUTOMOVEL
2021061152248001,1,1,NAOFATAL,M,SIM,NAO,30,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2021061155843001,2,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061164989001,1,1,NAOFATAL,M,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061169336001,2,1,NAOFATAL,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061170120001,1,3,SEMFERIMENTOS,M,SIM,NAO,35,AE,HABILITADONASCATEGORIASAeE,ONIBUS
2021061190595001,1,3,SEMFERIMENTOS,M,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021061207450001,1,3,SEMFERIMENTOS,M,SIM,NAO,42,AD,HABILITADONASCATEGORIASAeD,ONIBUS
2021061219545001,2,1,NAOFATAL,M,NAO,SIM,41,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021062190300001,2,1,NAOFATAL,M,NAO,NAO,15,AB,NAOSEAPLICA,BICICLETA
2021062217361001,2,1,NAOFATAL,M,SIM,NAO,36,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2021062232686001,1,1,NAOFATAL,M,SIM,NAO,45,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021062237923001,2,1,NAOFATAL,M,SIM,NAO,40,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021062249878001,1,1,NAOFATAL,M,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021062263919001,1,1,NAOFATAL,M,SIM,NAO,36,AD,HABILITADONASCATEGORIASAeD,CAMINHAO
2021062266652001,2,3,SEMFERIMENTOS,M,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2021062272192001,1,1,NAOFATAL,M,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021062295808001,1,1,NAOFATAL,M,SIM,NAO,19,N,NAOINFORMADO,MOTOCICLETA
2021062307598002,1,1,NAOFATAL,M,SIM,NAO,32,N,NAOINFORMADO,MOTOCICLETA
2021062310695001,1,3,SEMFERIMENTOS,M,SIM,NAO,28,AP,APRENDIZAGEM,AUTOMOVEL
2021062317314001,1,1,NAOFATAL,M,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021062335212001,1,1,NAOFATAL,M,SIM,NAO,42,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021062342164001,2,1,NAOFATAL,F,NAO,NAO,64,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021062342528001,3,1,NAOFATAL,F,SIM,NAO,61,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021062346500001,1,1,NAOFATAL,M,SIM,NAO,32,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021062349560001,1,1,NAOFATAL,M,SIM,NAO,19,N,NAOINFORMADO,MOTOCICLETA
2021062350524001,2,1,NAOFATAL,M,SIM,NAO,20,N,NAOINFORMADO,MOTOCICLETA
2021062354381001,1,3,SEMFERIMENTOS,M,SIM,NAO,43,N,NAOINFORMADO,AUTOMOVEL
2021062357905001,2,3,SEMFERIMENTOS,M,SIM,NAO,29,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021062373572001,1,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021062374969001,1,3,SEMFERIMENTOS,M,SIM,NAO,54,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021062375480001,2,3,SEMFERIMENTOS,F,SIM,NAO,61,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021058157109001,1,1,NAOFATAL,F,SIM,NAO,30,AE,HABILITADONASCATEGORIASAeE,AUTOMOVEL
2021058166389001,3,3,SEMFERIMENTOS,M,SIM,NAO,23,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2021058167173001,1,1,NAOFATAL,M,SIM,NAO,41,AE,HABILITADONASCATEGORIASAeE,AUTOMOVEL
2021058173309001,3,3,SEMFERIMENTOS,M,SIM,NAO,42,AD,HABILITADONASCATEGORIASAeD,CAMINHAO
2021058204866001,1,1,NAOFATAL,M,SIM,NAO,41,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058232077001,3,3,SEMFERIMENTOS,M,SIM,NAO,49,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021058239642001,2,1,NAOFATAL,M,NAO,NAO,38,AB,NAOSEAPLICA,BICICLETA
2021058242423001,1,3,SEMFERIMENTOS,M,SIM,NAO,52,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2021058285808001,1,1,NAOFATAL,M,SIM,NAO,32,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021058316328001,1,1,NAOFATAL,M,SIM,NAO,43,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061234543001,2,1,NAOFATAL,M,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061244630001,4,1,NAOFATAL,F,SIM,NAO,62,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061264277001,3,1,NAOFATAL,F,NAO,NAO,12,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061264825001,1,1,NAOFATAL,M,SIM,NAO,53,N,NAOINFORMADO,MOTOCICLETA
2021061271723001,2,1,NAOFATAL,F,SIM,NAO,93,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061282842001,2,1,NAOFATAL,F,NAO,NAO,13,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061286684001,2,1,NAOFATAL,M,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061288404001,1,3,SEMFERIMENTOS,M,SIM,NAO,46,AD,HABILITADONASCATEGORIASAeD,CAMINHAO
2021061295710001,2,1,NAOFATAL,F,NAO,NAO,21,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061312552001,4,1,NAOFATAL,F,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021061324585001,2,1,NAOFATAL,M,NAO,NAO,8,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061348950001,2,3,SEMFERIMENTOS,0,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2021062414802001,2,3,SEMFERIMENTOS,M,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2021062421440001,2,1,NAOFATAL,M,SIM,NAO,32,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021062443691001,2,3,SEMFERIMENTOS,F,SIM,NAO,37,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021062444250001,1,3,SEMFERIMENTOS,M,SIM,NAO,39,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021062470130001,3,1,NAOFATAL,M,SIM,NAO,49,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021062470380001,2,1,NAOFATAL,F,SIM,NAO,53,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021062470995001,2,1,NAOFATAL,F,SIM,NAO,36,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021062479052001,1,1,NAOFATAL,M,SIM,NAO,53,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021062491295001,2,3,SEMFERIMENTOS,F,SIM,NAO,73,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021062504976001,2,1,NAOFATAL,M,NAO,NAO,30,AB,NAOSEAPLICA,BICICLETA
2021062514787001,1,1,NAOFATAL,M,SIM,NAO,26,N,NAOINFORMADO,MOTOCICLETA
2021062522623001,2,3,SEMFERIMENTOS,0,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2022000027620001,1,1,NAOFATAL,M,SIM,NAO,48,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2022000084896001,1,1,NAOFATAL,M,SIM,NAO,45,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022000345020001,1,1,NAOFATAL,M,SIM,NAO,19,N,NAOINFORMADO,MOTOCICLETA
2022000989162001,1,1,NAOFATAL,M,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058410173001,1,1,NAOFATAL,M,SIM,SIM,29,N,NAOINFORMADO,AUTOMOVEL
2021058411152001,1,1,NAOFATAL,M,SIM,NAO,42,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2021058427900001,2,1,NAOFATAL,F,NAO,NAO,40,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058428764001,2,1,NAOFATAL,M,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058444400001,2,1,NAOFATAL,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058465446001,1,1,NAOFATAL,M,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021058473505001,3,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,CAMINHONETE
2021058485252001,1,1,NAOFATAL,M,SIM,NAO,45,N,NAOINFORMADO,MOTOCICLETA
2021058504012001,1,1,NAOFATAL,F,SIM,NAO,32,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2021058509200001,2,3,SEMFERIMENTOS,M,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,CAMIONETA
2021058540110001,1,1,NAOFATAL,F,SIM,NAO,36,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2021058545138001,3,1,NAOFATAL,F,SIM,NAO,25,N,NAOINFORMADO,MOTOCICLETA
2021058545952001,1,1,NAOFATAL,M,SIM,NAO,25,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2021061383618001,3,1,NAOFATAL,F,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061389208001,3,1,NAOFATAL,M,SIM,SIM,38,N,NAOINFORMADO,AUTOMOVEL
2021061410534001,2,1,NAOFATAL,M,SIM,NAO,41,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061417670001,1,1,NAOFATAL,M,SIM,NAO,39,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061419654001,1,1,NAOFATAL,M,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061425153001,1,1,NAOFATAL,M,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061427741001,2,1,NAOFATAL,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061429922001,2,1,NAOFATAL,M,SIM,NAOINFORMADO,20,N,NAOINFORMADO,MOTOCICLETA
2021061438061001,2,1,NAOFATAL,M,NAO,NAO,31,AB,NAOSEAPLICA,BICICLETA
2021061445351001,2,1,NAOFATAL,M,SIM,NAO,42,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2021061538854001,2,1,NAOFATAL,F,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021025283135001,1,1,NAOFATAL,F,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021025293864001,2,1,NAOFATAL,M,SIM,NAO,33,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021027497465001,1,1,NAOFATAL,F,NAO,NAO,27,N,NAOINFORMADO,MOTOCICLETA
2021037296425001,3,1,NAOFATAL,F,SIM,NAOINFORMADO,0,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021039646810001,2,1,NAOFATAL,F,SIM,NAO,56,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022001914704001,1,1,NAOFATAL,M,SIM,NAO,40,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022001968320001,3,3,SEMFERIMENTOS,M,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2022002073349001,1,1,NAOFATAL,M,SIM,NAO,39,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022002544468001,2,1,NAOFATAL,M,SIM,NAO,46,N,NAOINFORMADO,MOTOCICLETA
2022002587303001,1,1,NAOFATAL,M,SIM,NAO,40,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022002664872001,2,1,NAOFATAL,F,NAO,NAO,39,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022003831465001,1,1,NAOFATAL,F,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022004480927001,1,1,NAOFATAL,M,SIM,NAO,31,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022005333545001,1,1,NAOFATAL,M,SIM,NAO,51,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022005825371001,1,1,NAOFATAL,M,SIM,NAO,56,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022005947484001,1,1,NAOFATAL,M,SIM,NAO,20,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022006763228001,1,1,NAOFATAL,F,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022008856099001,1,1,NAOFATAL,M,SIM,NAO,46,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022010253200001,1,1,NAOFATAL,M,SIM,NAO,59,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022010492830001,1,1,NAOFATAL,M,SIM,NAO,46,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2022011723951001,1,1,NAOFATAL,M,SIM,NAO,30,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2022013144981001,1,1,NAOFATAL,M,SIM,NAO,38,N,NAOINFORMADO,MOTOCICLETA
2021058547033001,3,1,NAOFATAL,F,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058610605001,1,1,NAOFATAL,M,SIM,NAO,22,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058646518001,1,1,NAOFATAL,M,SIM,NAO,40,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058658895001,3,0,NAOINFORMADO,0,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2021058666638001,1,1,NAOFATAL,M,SIM,NAO,33,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058676737001,2,1,NAOFATAL,M,SIM,NAO,23,N,NAOINFORMADO,MOTOCICLETA
2021058679518001,1,1,NAOFATAL,M,SIM,NAO,25,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058683845001,3,1,NAOFATAL,M,SIM,NAO,30,N,NAOINFORMADO,MOTOCICLETA
2021058695790001,1,1,NAOFATAL,F,SIM,NAO,22,N,NAOINFORMADO,AUTOMOVEL
2021058700242001,2,1,NAOFATAL,M,NAO,NAO,79,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058714170001,1,1,NAOFATAL,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021058720180001,2,3,SEMFERIMENTOS,F,SIM,NAO,47,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2021061561138001,2,1,NAOFATAL,M,SIM,NAO,25,N,NAOINFORMADO,AUTOMOVEL
2021061570834001,1,1,NAOFATAL,M,SIM,NAO,21,N,NAOINFORMADO,MOTOCICLETA
2021061583482001,3,1,NAOFATAL,M,SIM,NAO,20,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061589596001,1,1,NAOFATAL,M,SIM,NAOINFORMADO,21,N,NAOINFORMADO,MOTOCICLETA
2021061628200001,2,1,NAOFATAL,M,NAO,NAOINFORMADO,21,N,NAOINFORMADO,MOTOCICLETA
2021061634210001,2,1,NAOFATAL,M,SIM,NAO,55,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2021061656930001,1,1,NAOFATAL,M,SIM,NAO,32,N,NAOINFORMADO,MOTOCICLETA
2021061659527001,2,1,NAOFATAL,M,SIM,NAO,25,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061700421002,2,1,NAOFATAL,F,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021061709749001,2,3,SEMFERIMENTOS,M,SIM,NAO,60,N,NAOINFORMADO,MOTOCICLETA
2021061733068001,3,1,NAOFATAL,F,SIM,NAO,22,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061738898001,1,1,NAOFATAL,M,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021061753554001,2,1,NAOFATAL,M,SIM,NAO,21,N,NAOINFORMADO,MOTOCICLETA
2021052415038001,1,1,NAOFATAL,M,SIM,NAO,44,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021052435370001,1,3,SEMFERIMENTOS,M,SIM,NAO,67,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2021052437395001,2,1,NAOFATAL,M,NAO,SIM,23,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021052442084001,1,1,NAOFATAL,M,NAO,SIM,59,AB,NAOSEAPLICA,BICICLETA
2021052449543001,2,1,NAOFATAL,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021052490775001,2,1,NAOFATAL,M,NAO,NAO,19,N,NAOINFORMADO,BICICLETA
2021052517899001,1,1,NAOFATAL,M,SIM,NAO,46,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021052534240001,1,1,NAOFATAL,M,SIM,NAO,33,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021052539256001,2,3,SEMFERIMENTOS,M,SIM,NAO,48,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021052547133001,3,1,NAOFATAL,M,SIM,NAO,30,N,NAOINFORMADO,MOTOCICLETA
2021052570090001,2,3,SEMFERIMENTOS,M,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2021052571957001,1,1,NAOFATAL,M,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021052582840001,2,1,NAOFATAL,F,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021052591958001,3,1,NAOFATAL,M,NAO,NAOINFORMADO,0,N,NAOINFORMADO,MOTOCICLETA
2021055335692001,2,0,NAOINFORMADO,0,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2021055354372001,2,1,NAOFATAL,F,NAO,NAO,60,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021055361690001,1,1,NAOFATAL,M,SIM,NAO,29,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021055362773001,3,1,NAOFATAL,F,SIM,NAO,23,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021055450405001,2,1,NAOFATAL,M,NAO,NAO,68,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021055490792001,2,1,NAOFATAL,M,SIM,NAO,25,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021055505570001,1,1,NAOFATAL,M,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021055508545001,2,1,NAOFATAL,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021055523440001,1,1,NAOFATAL,M,SIM,NAO,36,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021055530651001,2,1,NAOFATAL,M,NAO,NAO,3,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021001574701001,2,1,NAOFATAL,M,SIM,NAO,36,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021001581625001,1,1,NAOFATAL,M,SIM,NAO,51,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021001612879001,2,1,NAOFATAL,M,NAO,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021001634552001,2,3,SEMFERIMENTOS,M,SIM,NAO,46,N,NAOINFORMADO,AUTOMOVEL
2021001643209001,2,1,NAOFATAL,M,SIM,NAO,28,IN,INABILITADO,MOTOCICLETA
2021001652476001,2,1,NAOFATAL,F,SIM,NAO,23,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021001679544001,2,3,SEMFERIMENTOS,M,SIM,NAO,45,AD,HABILITADONASCATEGORIASAeD,ONIBUS
2021001689292001,2,1,NAOFATAL,M,NAO,NAO,1,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021001721008001,3,1,NAOFATAL,F,NAO,NAO,77,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021001764304001,1,1,NAOFATAL,M,SIM,NAO,25,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021001801856001,1,1,NAOFATAL,M,SIM,NAO,50,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021049115135001,2,3,SEMFERIMENTOS,M,SIM,NAO,19,AP,APRENDIZAGEM,AUTOMOVEL
2021049118100001,1,1,NAOFATAL,M,SIM,NAO,39,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021049118182001,2,1,NAOFATAL,M,SIM,NAO,56,AB,HABILITADONASCATEGORIASAeB,ONIBUS
2021049119540001,2,1,NAOFATAL,M,SIM,NAO,32,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021049138519001,2,1,NAOFATAL,F,NAO,NAO,74,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021049149954001,2,3,SEMFERIMENTOS,0,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2021049162113001,3,1,NAOFATAL,F,SIM,NAO,60,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021049202684001,1,1,NAOFATAL,M,SIM,NAO,44,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021049219142001,1,1,NAOFATAL,M,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2021049263051001,1,3,SEMFERIMENTOS,M,SIM,NAO,32,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2021049275294001,1,1,NAOFATAL,M,SIM,NAO,55,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
